Frag_number,Genotype,Recovery_tank,Recovery_notes,Heat_stress_tank,ERL_tank_number,Tank_treatment,Disease_treatment?,D_touch_tank,Jar_allocation,D_treatment,Date,Time_after_disease_exposure,HEALTH
90,CN2,4,ok,9,13,ambient,disease,4,1,disease_slurry,08_aug_2019,day_1,healthy
12,ML2,1,ok,1,1,heat,disease,4,2,s_marcscens,08_aug_2019,day_1,healthy
16,ML2,4,ok,4,8,ambient,disease,4,3,s_marcscens,08_aug_2019,day_1,healthy
94,CN2,1,ok,1,1,heat,disease,4,4,disease_slurry,08_aug_2019,day_1,healthy
63,CN4,1,ok,1,1,heat,disease,4,5,s_m_placebo,08_aug_2019,day_1,healthy
42,CN4,2,ok,2,3,ambient,disease,4,6,disease_slurry,08_aug_2019,day_1,healthy
69,CN4,2,ok,2,3,ambient,disease,4,8,s_marcscens,08_aug_2019,day_1,healthy
73,CN4,4,ok,8,12,heat,disease,4,9,disease_slurry,08_aug_2019,day_1,healthy
28,ML2,3,ok,2,3,ambient,disease,4,10,s_m_placebo,08_aug_2019,day_1,healthy
184,CN4,2,ok,8,12,heat,disease,4,11,disease_slurry,08_aug_2019,day_1,healthy
82,CN4,4,ok,1,1,heat,disease,4,12,placebo_slurry,08_aug_2019,day_1,healthy
149,HS1,1,ok,10,15,heat,disease,4,13,s_marcscens,08_aug_2019,day_1,healthy
169,ML2,4,ok,7,11,ambient,disease,4,14,placebo_slurry,08_aug_2019,day_1,healthy
41,ML2,3,ok,3,4,ambient,disease,4,16,s_m_placebo,08_aug_2019,day_1,healthy
168,CN2,2,ok,6,10,heat,disease,4,17,s_m_placebo,08_aug_2019,day_1,healthy
190,HS1,1,ok,5,9,heat,disease,4,18,s_marcscens,08_aug_2019,day_1,healthy
156,HS1,4,ok,9,13,ambient,disease,4,19,s_marcscens,08_aug_2019,day_1,healthy
162,HS1,3,ok,2,3,ambient,disease,4,20,placebo_slurry,08_aug_2019,day_1,healthy
145,HS1,1,ok,1,1,heat,disease,4,21,placebo_slurry,08_aug_2019,day_1,healthy
53,CN4,2,ok,2,3,ambient,disease,4,22,placebo_slurry,08_aug_2019,day_1,healthy
101,CN2,2,ok,1,1,heat,disease,4,23,placebo_slurry,08_aug_2019,day_1,healthy
141,HS1,2,ok,3,4,ambient,disease,4,24,placebo_slurry,08_aug_2019,day_1,healthy
110,CN2,3,ok,2,3,ambient,disease,4,25,s_m_placebo,08_aug_2019,day_1,healthy
152,HS1,2,ok,2,3,ambient,disease,4,26,s_m_placebo,08_aug_2019,day_1,healthy
40,ML2,1,ok,8,12,heat,disease,4,27,disease_slurry,08_aug_2019,day_1,healthy
78,CN4,4,ok,10,15,heat,disease,4,28,s_m_placebo,08_aug_2019,day_1,healthy
83,CN2,4,ok,6,10,heat,disease,4,29,s_m_placebo,08_aug_2019,day_1,healthy
57,CN4,3,ok,3,4,ambient,disease,4,30,s_m_placebo,08_aug_2019,day_1,healthy
44,CN4,4,ok,4,8,ambient,disease,4,31,disease_slurry,08_aug_2019,day_1,healthy
84,CN2,2,ok,7,11,ambient,disease,4,32,s_m_placebo,08_aug_2019,day_1,healthy
112,CN2,4,ok,3,4,ambient,disease,4,33,s_m_placebo,08_aug_2019,day_1,healthy
129,HS1,4,ok,9,13,ambient,disease,4,34,placebo_slurry,08_aug_2019,day_1,healthy
172,ML2,3,ok,10,15,heat,disease,4,35,placebo_slurry,08_aug_2019,day_1,healthy
123,CN2,3,ok,4,8,ambient,disease,4,37,disease_slurry,08_aug_2019,day_1,healthy
10,ML2,3,ok,9,13,ambient,disease,4,38,placebo_slurry,08_aug_2019,day_1,healthy
31,ML2,4,ok,1,1,heat,disease,4,39,s_m_placebo,08_aug_2019,day_1,healthy
95,CN2,3,ok,8,12,heat,disease,4,40,s_marcscens,08_aug_2019,day_1,healthy
34,ML2,1,ok,4,8,ambient,disease,1,5,placebo_slurry,08_aug_2019,day_1,healthy
61,CN4,1,ok,9,13,ambient,disease,1,6,s_marcscens,08_aug_2019,day_1,healthy
49,CN4,1,ok,3,4,ambient,disease,1,28,s_m_placebo,08_aug_2019,day_1,healthy
170,ML2,3,ok,10,15,heat,disease,1,33,disease_slurry,08_aug_2019,day_1,healthy
163,CN2,3,ok,6,10,heat,disease,1,34,disease_slurry,08_aug_2019,day_1,healthy
109,CN2,4,ok,9,13,ambient,disease,1,35,s_marcscens,08_aug_2019,day_1,healthy
43,CN4,1,ok,6,10,heat,disease,1,36,s_marcscens,08_aug_2019,day_1,healthy
50,CN4,2,ok,4,8,ambient,disease,1,37,placebo_slurry,08_aug_2019,day_1,healthy
45,CN4,3,ok,10,15,heat,disease,1,39,disease_slurry,08_aug_2019,day_1,healthy
35,ML2,2,ok,10,15,heat,disease,1,40,placebo_slurry,08_aug_2019,day_1,healthy
157,HS1,4,ok,3,4,ambient,disease,2,22,placebo_slurry,08_aug_2019,day_1,healthy
25,ML2,3,ok,5,9,heat,disease,4,36,placebo_slurry,08_aug_2019,day_1,na
131,HS1,3,ok,8,12,heat,disease,1,18,disease_slurry,09_aug_2019,day_2,dead
159,HS1,4,ok,3,4,ambient,disease,1,29,disease_slurry,09_aug_2019,day_2,dead
185,HS1,1,ok,6,10,heat,disease,2,32,placebo_slurry,09_aug_2019,day_2,dead
160,HS1,2,ok,5,9,heat,disease,3,14,s_marcscens,09_aug_2019,day_2,dead
135,HS1,3,ok,5,9,heat,disease,3,18,disease_slurry,09_aug_2019,day_2,dead
94,CN2,1,ok,1,1,heat,disease,4,4,disease_slurry,09_aug_2019,day_2,dead
127,HS1,3,ok,6,10,heat,disease,1,7,placebo_slurry,09_aug_2019,day_2,diseased
140,HS1,2,ok,8,12,heat,disease,1,14,disease_slurry,09_aug_2019,day_2,diseased
64,CN4,3,ok,6,10,heat,disease,1,15,placebo_slurry,09_aug_2019,day_2,diseased
144,HS1,1,ok,8,12,heat,disease,1,31,s_m_placebo,09_aug_2019,day_2,diseased
163,CN2,3,ok,6,10,heat,disease,1,34,disease_slurry,09_aug_2019,day_2,diseased
43,CN4,1,ok,6,10,heat,disease,1,36,s_marcscens,09_aug_2019,day_2,diseased
15,ML2,1,ok,9,13,ambient,disease,1,38,disease_slurry,09_aug_2019,day_2,diseased
80,CN4,1,ok,4,8,ambient,disease,2,1,disease_slurry,09_aug_2019,day_2,diseased
39,ML2,1,ok,3,4,ambient,disease,2,8,s_m_placebo,09_aug_2019,day_2,diseased
108,CN2,2,ok,2,3,ambient,disease,2,16,s_marcscens,09_aug_2019,day_2,diseased
66,CN4,4,ok,9,13,ambient,disease,2,37,s_m_placebo,09_aug_2019,day_2,diseased
148,HS1,4,ok,10,15,heat,disease,3,25,placebo_slurry,09_aug_2019,day_2,diseased
99,CN2,2,ok,1,1,heat,disease,3,31,s_marcscens,09_aug_2019,day_2,diseased
90,CN2,4,ok,9,13,ambient,disease,4,1,disease_slurry,09_aug_2019,day_2,diseased
146,HS1,4,ok,8,12,heat,disease,4,7,s_marcscens,09_aug_2019,day_2,diseased
162,HS1,3,ok,2,3,ambient,disease,4,20,placebo_slurry,09_aug_2019,day_2,diseased
95,CN2,3,ok,8,12,heat,disease,4,40,s_marcscens,09_aug_2019,day_2,diseased
137,HS1,4,ok,4,8,ambient,disease,1,19,disease_slurry,09_aug_2019,day_2,diseased
81,CN4,3,ok,8,12,heat,disease,2,4,s_marcscens,09_aug_2019,day_2,diseased
20,ML2,4,ok,5,9,heat,disease,2,5,s_m_placebo,09_aug_2019,day_2,diseased
92,CN2,4,ok,2,3,ambient,disease,2,6,placebo_slurry,09_aug_2019,day_2,diseased
151,HS1,2,ok,10,15,heat,disease,3,36,s_m_placebo,09_aug_2019,day_2,diseased
153,HS1,1,ok,1,1,heat,disease,4,15,s_marcscens,09_aug_2019,day_2,diseased
4,ML2,1,ok,2,3,ambient,disease,1,30,disease_slurry,09_aug_2019,day_2,healthy
51,CN4,2,ok,5,9,heat,disease,1,32,s_marcscens,09_aug_2019,day_2,healthy
170,ML2,3,ok,10,15,heat,disease,1,33,disease_slurry,09_aug_2019,day_2,healthy
109,CN2,4,ok,9,13,ambient,disease,1,35,s_marcscens,09_aug_2019,day_2,healthy
50,CN4,2,ok,4,8,ambient,disease,1,37,placebo_slurry,09_aug_2019,day_2,healthy
45,CN4,3,ok,10,15,heat,disease,1,39,disease_slurry,09_aug_2019,day_2,healthy
35,ML2,2,ok,10,15,heat,disease,1,40,placebo_slurry,09_aug_2019,day_2,healthy
52,CN4,2,ok,1,1,heat,disease,2,2,s_m_placebo,09_aug_2019,day_2,healthy
91,CN2,1,ok,5,9,heat,disease,2,3,disease_slurry,09_aug_2019,day_2,healthy
174,ML2,3,ok,6,10,heat,disease,2,36,s_m_placebo,09_aug_2019,day_2,healthy
187,HS1,1,ok,4,8,ambient,disease,3,24,s_marcscens,09_aug_2019,day_2,healthy
58,CN4,2,ok,9,13,ambient,disease,1,1,placebo_slurry,09_aug_2019,day_2,healthy
86,CN2,1,ok,10,15,heat,disease,1,2,s_m_placebo,09_aug_2019,day_2,healthy
96,CN2,1,ok,3,4,ambient,disease,1,3,s_m_placebo,09_aug_2019,day_2,healthy
143,HS1,4,ok,4,8,ambient,disease,1,4,disease_slurry,09_aug_2019,day_2,healthy
34,ML2,1,ok,4,8,ambient,disease,1,5,placebo_slurry,09_aug_2019,day_2,healthy
61,CN4,1,ok,9,13,ambient,disease,1,6,s_marcscens,09_aug_2019,day_2,healthy
173,ML2,4,ok,6,10,heat,disease,1,8,placebo_slurry,09_aug_2019,day_2,healthy
98,CN2,1,ok,8,12,heat,disease,1,9,s_marcscens,09_aug_2019,day_2,healthy
19,ML2,1,ok,7,11,ambient,disease,1,10,s_marcscens,09_aug_2019,day_2,healthy
188,HS1,4,ok,5,9,heat,disease,1,11,s_m_placebo,09_aug_2019,day_2,healthy
139,HS1,3,ok,9,13,ambient,disease,1,12,s_marcscens,09_aug_2019,day_2,healthy
85,CN2,1,ok,10,15,heat,disease,1,13,placebo_slurry,09_aug_2019,day_2,healthy
167,CN2,1,ok,4,8,ambient,disease,1,16,disease_slurry,09_aug_2019,day_2,healthy
9,ML2,4,ok,1,1,heat,disease,1,17,s_m_placebo,09_aug_2019,day_2,healthy
75,CN4,2,ok,10,15,heat,disease,1,20,s_marcscens,09_aug_2019,day_2,healthy
113,CN2,2,ok,3,4,ambient,disease,1,21,disease_slurry,09_aug_2019,day_2,healthy
87,CN2,1,ok,8,12,heat,disease,1,22,placebo_slurry,09_aug_2019,day_2,healthy
105,CN2,4,ok,4,8,ambient,disease,1,23,placebo_slurry,09_aug_2019,day_2,healthy
17,ML2,2,ok,8,12,heat,disease,1,24,s_marcscens,09_aug_2019,day_2,healthy
26,ML2,1,ok,3,4,ambient,disease,1,25,s_m_placebo,09_aug_2019,day_2,healthy
178,CN4,4,ok,7,11,ambient,disease,1,26,disease_slurry,09_aug_2019,day_2,healthy
161,HS1,1,ok,9,13,ambient,disease,1,27,s_m_placebo,09_aug_2019,day_2,healthy
49,CN4,1,ok,3,4,ambient,disease,1,28,s_m_placebo,09_aug_2019,day_2,healthy
70,CN4,3,ok,6,10,heat,disease,2,7,placebo_slurry,09_aug_2019,day_2,healthy
14,ML2,2,ok,7,11,ambient,disease,2,9,disease_slurry,09_aug_2019,day_2,healthy
138,HS1,3,ok,6,10,heat,disease,2,10,s_m_placebo,09_aug_2019,day_2,healthy
130,HS1,2,ok,7,11,ambient,disease,2,11,s_m_placebo,09_aug_2019,day_2,healthy
67,CN4,4,ok,7,11,ambient,disease,2,12,placebo_slurry,09_aug_2019,day_2,healthy
114,CN2,3,ok,5,9,heat,disease,2,13,s_m_placebo,09_aug_2019,day_2,healthy
88,CN2,2,ok,5,9,heat,disease,2,14,placebo_slurry,09_aug_2019,day_2,healthy
165,CN2,3,ok,7,11,ambient,disease,2,15,s_marcscens,09_aug_2019,day_2,healthy
120,CN2,4,ok,5,9,heat,disease,2,17,disease_slurry,09_aug_2019,day_2,healthy
30,ML2,2,ok,9,13,ambient,disease,2,18,s_m_placebo,09_aug_2019,day_2,healthy
186,HS1,1,ok,7,11,ambient,disease,2,19,s_m_placebo,09_aug_2019,day_2,healthy
125,HS1,3,ok,1,1,heat,disease,2,20,placebo_slurry,09_aug_2019,day_2,healthy
89,CN2,4,ok,4,8,ambient,disease,2,21,placebo_slurry,09_aug_2019,day_2,healthy
157,HS1,4,ok,3,4,ambient,disease,2,22,placebo_slurry,09_aug_2019,day_2,healthy
56,CN4,3,ok,5,9,heat,disease,2,23,s_marcscens,09_aug_2019,day_2,healthy
182,CN4,4,ok,7,11,ambient,disease,2,24,s_m_placebo,09_aug_2019,day_2,healthy
103,CN2,2,ok,7,11,ambient,disease,2,25,disease_slurry,09_aug_2019,day_2,healthy
13,ML2,2,ok,2,3,ambient,disease,2,26,s_marcscens,09_aug_2019,day_2,healthy
55,CN4,3,ok,4,8,ambient,disease,2,27,s_marcscens,09_aug_2019,day_2,healthy
147,HS1,2,ok,1,1,heat,disease,2,28,disease_slurry,09_aug_2019,day_2,healthy
164,CN2,2,ok,6,10,heat,disease,2,29,placebo_slurry,09_aug_2019,day_2,healthy
134,HS1,2,ok,7,11,ambient,disease,2,30,placebo_slurry,09_aug_2019,day_2,healthy
5,ML2,1,ok,8,12,heat,disease,2,31,disease_slurry,09_aug_2019,day_2,healthy
11,ML2,1,ok,4,8,ambient,disease,2,33,disease_slurry,09_aug_2019,day_2,healthy
29,ML2,2,ok,10,15,heat,disease,2,34,s_marcscens,09_aug_2019,day_2,healthy
47,CN4,2,ok,6,10,heat,disease,2,35,placebo_slurry,09_aug_2019,day_2,healthy
32,ML2,2,ok,6,10,heat,disease,2,38,s_marcscens,09_aug_2019,day_2,healthy
136,HS1,3,ok,2,3,ambient,disease,2,39,disease_slurry,09_aug_2019,day_2,healthy
128,HS1,4,ok,6,10,heat,disease,2,40,s_m_placebo,09_aug_2019,day_2,healthy
77,CN4,2,ok,7,11,ambient,disease,3,1,placebo_slurry,09_aug_2019,day_2,healthy
74,CN4,4,ok,1,1,heat,disease,3,2,placebo_slurry,09_aug_2019,day_2,healthy
102,CN2,3,ok,3,4,ambient,disease,3,3,s_m_placebo,09_aug_2019,day_2,healthy
18,ML2,2,ok,6,10,heat,disease,3,4,s_marcscens,09_aug_2019,day_2,healthy
68,CN4,1,ok,5,9,heat,disease,3,5,disease_slurry,09_aug_2019,day_2,healthy
7,ML2,3,ok,7,11,ambient,disease,3,6,s_marcscens,09_aug_2019,day_2,healthy
158,HS1,4,ok,2,3,ambient,disease,3,7,s_marcscens,09_aug_2019,day_2,healthy
54,CN4,1,ok,3,4,ambient,disease,3,8,s_marcscens,09_aug_2019,day_2,healthy
38,ML2,3,ok,3,4,ambient,disease,3,9,placebo_slurry,09_aug_2019,day_2,healthy
132,HS1,3,ok,4,8,ambient,disease,3,10,s_marcscens,09_aug_2019,day_2,healthy
115,CN2,3,ok,10,15,heat,disease,3,11,s_marcscens,09_aug_2019,day_2,healthy
150,HS1,3,ok,3,4,ambient,disease,3,12,disease_slurry,09_aug_2019,day_2,healthy
72,CN4,3,ok,10,15,heat,disease,3,13,s_m_placebo,09_aug_2019,day_2,healthy
176,CN4,1,ok,9,13,ambient,disease,3,15,s_m_placebo,09_aug_2019,day_2,healthy
104,CN2,1,ok,9,13,ambient,disease,3,16,placebo_slurry,09_aug_2019,day_2,healthy
154,HS1,2,ok,10,15,heat,disease,3,17,disease_slurry,09_aug_2019,day_2,healthy
118,CN2,4,ok,8,12,heat,disease,3,19,s_m_placebo,09_aug_2019,day_2,healthy
6,ML2,2,ok,4,8,ambient,disease,3,20,placebo_slurry,09_aug_2019,day_2,healthy
79,CN4,3,ok,2,3,ambient,disease,3,21,disease_slurry,09_aug_2019,day_2,healthy
116,CN2,2,ok,2,3,ambient,disease,3,22,placebo_slurry,09_aug_2019,day_2,healthy
71,CN4,2,ok,5,9,heat,disease,3,23,s_m_placebo,09_aug_2019,day_2,healthy
1,ML2,1,ok,8,12,heat,disease,3,26,disease_slurry,09_aug_2019,day_2,healthy
59,CN4,3,ok,3,4,ambient,disease,3,27,s_marcscens,09_aug_2019,day_2,healthy
93,CN2,3,ok,10,15,heat,disease,3,28,s_marcscens,09_aug_2019,day_2,healthy
106,CN2,3,ok,7,11,ambient,disease,3,29,s_marcscens,09_aug_2019,day_2,healthy
37,ML2,1,ok,5,9,heat,disease,3,30,placebo_slurry,09_aug_2019,day_2,healthy
111,CN2,3,ok,9,13,ambient,disease,3,32,s_marcscens,09_aug_2019,day_2,healthy
76,CN4,4,ok,8,12,heat,disease,3,33,disease_slurry,09_aug_2019,day_2,healthy
22,ML2,2,ok,9,13,ambient,disease,3,34,s_marcscens,09_aug_2019,day_2,healthy
122,CN2,1,ok,1,1,heat,disease,3,35,disease_slurry,09_aug_2019,day_2,healthy
21,ML2,4,ok,5,9,heat,disease,3,37,disease_slurry,09_aug_2019,day_2,healthy
33,ML2,2,ok,2,3,ambient,disease,3,38,disease_slurry,09_aug_2019,day_2,healthy
24,ML2,3,ok,1,1,heat,disease,3,39,s_m_placebo,09_aug_2019,day_2,healthy
126,HS1,3,ok,7,11,ambient,disease,3,40,s_m_placebo,09_aug_2019,day_2,healthy
12,ML2,1,ok,1,1,heat,disease,4,2,s_marcscens,09_aug_2019,day_2,healthy
16,ML2,4,ok,4,8,ambient,disease,4,3,s_marcscens,09_aug_2019,day_2,healthy
63,CN4,1,ok,1,1,heat,disease,4,5,s_m_placebo,09_aug_2019,day_2,healthy
42,CN4,2,ok,2,3,ambient,disease,4,6,disease_slurry,09_aug_2019,day_2,healthy
69,CN4,2,ok,2,3,ambient,disease,4,8,s_marcscens,09_aug_2019,day_2,healthy
73,CN4,4,ok,8,12,heat,disease,4,9,disease_slurry,09_aug_2019,day_2,healthy
28,ML2,3,ok,2,3,ambient,disease,4,10,s_m_placebo,09_aug_2019,day_2,healthy
184,CN4,2,ok,8,12,heat,disease,4,11,disease_slurry,09_aug_2019,day_2,healthy
82,CN4,4,ok,1,1,heat,disease,4,12,placebo_slurry,09_aug_2019,day_2,healthy
149,HS1,1,ok,10,15,heat,disease,4,13,s_marcscens,09_aug_2019,day_2,healthy
169,ML2,4,ok,7,11,ambient,disease,4,14,placebo_slurry,09_aug_2019,day_2,healthy
41,ML2,3,ok,3,4,ambient,disease,4,16,s_m_placebo,09_aug_2019,day_2,healthy
168,CN2,2,ok,6,10,heat,disease,4,17,s_m_placebo,09_aug_2019,day_2,healthy
190,HS1,1,ok,5,9,heat,disease,4,18,s_marcscens,09_aug_2019,day_2,healthy
156,HS1,4,ok,9,13,ambient,disease,4,19,s_marcscens,09_aug_2019,day_2,healthy
145,HS1,1,ok,1,1,heat,disease,4,21,placebo_slurry,09_aug_2019,day_2,healthy
53,CN4,2,ok,2,3,ambient,disease,4,22,placebo_slurry,09_aug_2019,day_2,healthy
101,CN2,2,ok,1,1,heat,disease,4,23,placebo_slurry,09_aug_2019,day_2,healthy
141,HS1,2,ok,3,4,ambient,disease,4,24,placebo_slurry,09_aug_2019,day_2,healthy
110,CN2,3,ok,2,3,ambient,disease,4,25,s_m_placebo,09_aug_2019,day_2,healthy
152,HS1,2,ok,2,3,ambient,disease,4,26,s_m_placebo,09_aug_2019,day_2,healthy
40,ML2,1,ok,8,12,heat,disease,4,27,disease_slurry,09_aug_2019,day_2,healthy
78,CN4,4,ok,10,15,heat,disease,4,28,s_m_placebo,09_aug_2019,day_2,healthy
83,CN2,4,ok,6,10,heat,disease,4,29,s_m_placebo,09_aug_2019,day_2,healthy
57,CN4,3,ok,3,4,ambient,disease,4,30,s_m_placebo,09_aug_2019,day_2,healthy
44,CN4,4,ok,4,8,ambient,disease,4,31,disease_slurry,09_aug_2019,day_2,healthy
84,CN2,2,ok,7,11,ambient,disease,4,32,s_m_placebo,09_aug_2019,day_2,healthy
112,CN2,4,ok,3,4,ambient,disease,4,33,s_m_placebo,09_aug_2019,day_2,healthy
129,HS1,4,ok,9,13,ambient,disease,4,34,placebo_slurry,09_aug_2019,day_2,healthy
172,ML2,3,ok,10,15,heat,disease,4,35,placebo_slurry,09_aug_2019,day_2,healthy
123,CN2,3,ok,4,8,ambient,disease,4,37,disease_slurry,09_aug_2019,day_2,healthy
10,ML2,3,ok,9,13,ambient,disease,4,38,placebo_slurry,09_aug_2019,day_2,healthy
31,ML2,4,ok,1,1,heat,disease,4,39,s_m_placebo,09_aug_2019,day_2,healthy
25,ML2,3,ok,5,9,heat,disease,4,36,placebo_slurry,09_aug_2019,day_2,na
127,HS1,3,ok,6,10,heat,disease,1,7,placebo_slurry,10_aug_2019,day_3,dead
131,HS1,3,ok,8,12,heat,disease,1,18,disease_slurry,10_aug_2019,day_3,dead
159,HS1,4,ok,3,4,ambient,disease,1,29,disease_slurry,10_aug_2019,day_3,dead
144,HS1,1,ok,8,12,heat,disease,1,31,s_m_placebo,10_aug_2019,day_3,dead
80,CN4,1,ok,4,8,ambient,disease,2,1,disease_slurry,10_aug_2019,day_3,dead
108,CN2,2,ok,2,3,ambient,disease,2,16,s_marcscens,10_aug_2019,day_3,dead
185,HS1,1,ok,6,10,heat,disease,2,32,placebo_slurry,10_aug_2019,day_3,dead
160,HS1,2,ok,5,9,heat,disease,3,14,s_marcscens,10_aug_2019,day_3,dead
135,HS1,3,ok,5,9,heat,disease,3,18,disease_slurry,10_aug_2019,day_3,dead
151,HS1,2,ok,10,15,heat,disease,3,36,s_m_placebo,10_aug_2019,day_3,dead
94,CN2,1,ok,1,1,heat,disease,4,4,disease_slurry,10_aug_2019,day_3,dead
153,HS1,1,ok,1,1,heat,disease,4,15,s_marcscens,10_aug_2019,day_3,dead
162,HS1,3,ok,2,3,ambient,disease,4,20,placebo_slurry,10_aug_2019,day_3,dead
95,CN2,3,ok,8,12,heat,disease,4,40,s_marcscens,10_aug_2019,day_3,dead
140,HS1,2,ok,8,12,heat,disease,1,14,disease_slurry,10_aug_2019,day_3,diseased
64,CN4,3,ok,6,10,heat,disease,1,15,placebo_slurry,10_aug_2019,day_3,diseased
137,HS1,4,ok,4,8,ambient,disease,1,19,disease_slurry,10_aug_2019,day_3,diseased
163,CN2,3,ok,6,10,heat,disease,1,34,disease_slurry,10_aug_2019,day_3,diseased
43,CN4,1,ok,6,10,heat,disease,1,36,s_marcscens,10_aug_2019,day_3,diseased
15,ML2,1,ok,9,13,ambient,disease,1,38,disease_slurry,10_aug_2019,day_3,diseased
81,CN4,3,ok,8,12,heat,disease,2,4,s_marcscens,10_aug_2019,day_3,diseased
20,ML2,4,ok,5,9,heat,disease,2,5,s_m_placebo,10_aug_2019,day_3,diseased
92,CN2,4,ok,2,3,ambient,disease,2,6,placebo_slurry,10_aug_2019,day_3,diseased
39,ML2,1,ok,3,4,ambient,disease,2,8,s_m_placebo,10_aug_2019,day_3,diseased
66,CN4,4,ok,9,13,ambient,disease,2,37,s_m_placebo,10_aug_2019,day_3,diseased
148,HS1,4,ok,10,15,heat,disease,3,25,placebo_slurry,10_aug_2019,day_3,diseased
99,CN2,2,ok,1,1,heat,disease,3,31,s_marcscens,10_aug_2019,day_3,diseased
90,CN2,4,ok,9,13,ambient,disease,4,1,disease_slurry,10_aug_2019,day_3,diseased
146,HS1,4,ok,8,12,heat,disease,4,7,s_marcscens,10_aug_2019,day_3,diseased
73,CN4,4,ok,8,12,heat,disease,4,9,disease_slurry,10_aug_2019,day_3,diseased
58,CN4,2,ok,9,13,ambient,disease,1,1,placebo_slurry,10_aug_2019,day_3,healthy
86,CN2,1,ok,10,15,heat,disease,1,2,s_m_placebo,10_aug_2019,day_3,healthy
96,CN2,1,ok,3,4,ambient,disease,1,3,s_m_placebo,10_aug_2019,day_3,healthy
143,HS1,4,ok,4,8,ambient,disease,1,4,disease_slurry,10_aug_2019,day_3,healthy
34,ML2,1,ok,4,8,ambient,disease,1,5,placebo_slurry,10_aug_2019,day_3,healthy
61,CN4,1,ok,9,13,ambient,disease,1,6,s_marcscens,10_aug_2019,day_3,healthy
173,ML2,4,ok,6,10,heat,disease,1,8,placebo_slurry,10_aug_2019,day_3,healthy
98,CN2,1,ok,8,12,heat,disease,1,9,s_marcscens,10_aug_2019,day_3,healthy
19,ML2,1,ok,7,11,ambient,disease,1,10,s_marcscens,10_aug_2019,day_3,healthy
188,HS1,4,ok,5,9,heat,disease,1,11,s_m_placebo,10_aug_2019,day_3,healthy
139,HS1,3,ok,9,13,ambient,disease,1,12,s_marcscens,10_aug_2019,day_3,healthy
85,CN2,1,ok,10,15,heat,disease,1,13,placebo_slurry,10_aug_2019,day_3,healthy
167,CN2,1,ok,4,8,ambient,disease,1,16,disease_slurry,10_aug_2019,day_3,healthy
9,ML2,4,ok,1,1,heat,disease,1,17,s_m_placebo,10_aug_2019,day_3,healthy
75,CN4,2,ok,10,15,heat,disease,1,20,s_marcscens,10_aug_2019,day_3,healthy
113,CN2,2,ok,3,4,ambient,disease,1,21,disease_slurry,10_aug_2019,day_3,healthy
87,CN2,1,ok,8,12,heat,disease,1,22,placebo_slurry,10_aug_2019,day_3,healthy
105,CN2,4,ok,4,8,ambient,disease,1,23,placebo_slurry,10_aug_2019,day_3,healthy
17,ML2,2,ok,8,12,heat,disease,1,24,s_marcscens,10_aug_2019,day_3,healthy
26,ML2,1,ok,3,4,ambient,disease,1,25,s_m_placebo,10_aug_2019,day_3,healthy
178,CN4,4,ok,7,11,ambient,disease,1,26,disease_slurry,10_aug_2019,day_3,healthy
161,HS1,1,ok,9,13,ambient,disease,1,27,s_m_placebo,10_aug_2019,day_3,healthy
49,CN4,1,ok,3,4,ambient,disease,1,28,s_m_placebo,10_aug_2019,day_3,healthy
4,ML2,1,ok,2,3,ambient,disease,1,30,disease_slurry,10_aug_2019,day_3,healthy
51,CN4,2,ok,5,9,heat,disease,1,32,s_marcscens,10_aug_2019,day_3,healthy
170,ML2,3,ok,10,15,heat,disease,1,33,disease_slurry,10_aug_2019,day_3,healthy
109,CN2,4,ok,9,13,ambient,disease,1,35,s_marcscens,10_aug_2019,day_3,healthy
50,CN4,2,ok,4,8,ambient,disease,1,37,placebo_slurry,10_aug_2019,day_3,healthy
45,CN4,3,ok,10,15,heat,disease,1,39,disease_slurry,10_aug_2019,day_3,healthy
35,ML2,2,ok,10,15,heat,disease,1,40,placebo_slurry,10_aug_2019,day_3,healthy
52,CN4,2,ok,1,1,heat,disease,2,2,s_m_placebo,10_aug_2019,day_3,healthy
91,CN2,1,ok,5,9,heat,disease,2,3,disease_slurry,10_aug_2019,day_3,healthy
70,CN4,3,ok,6,10,heat,disease,2,7,placebo_slurry,10_aug_2019,day_3,healthy
14,ML2,2,ok,7,11,ambient,disease,2,9,disease_slurry,10_aug_2019,day_3,healthy
138,HS1,3,ok,6,10,heat,disease,2,10,s_m_placebo,10_aug_2019,day_3,healthy
130,HS1,2,ok,7,11,ambient,disease,2,11,s_m_placebo,10_aug_2019,day_3,healthy
67,CN4,4,ok,7,11,ambient,disease,2,12,placebo_slurry,10_aug_2019,day_3,healthy
114,CN2,3,ok,5,9,heat,disease,2,13,s_m_placebo,10_aug_2019,day_3,healthy
88,CN2,2,ok,5,9,heat,disease,2,14,placebo_slurry,10_aug_2019,day_3,healthy
165,CN2,3,ok,7,11,ambient,disease,2,15,s_marcscens,10_aug_2019,day_3,healthy
120,CN2,4,ok,5,9,heat,disease,2,17,disease_slurry,10_aug_2019,day_3,healthy
30,ML2,2,ok,9,13,ambient,disease,2,18,s_m_placebo,10_aug_2019,day_3,healthy
186,HS1,1,ok,7,11,ambient,disease,2,19,s_m_placebo,10_aug_2019,day_3,healthy
125,HS1,3,ok,1,1,heat,disease,2,20,placebo_slurry,10_aug_2019,day_3,healthy
89,CN2,4,ok,4,8,ambient,disease,2,21,placebo_slurry,10_aug_2019,day_3,healthy
